name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam,Season
Mathias Jensen,MID,Brentford,0,0,16,1,32.8,88,82,0,0,5.5,19.8,2022-10-01T14:00:00Z,90,3,0,0,0,0,9,0,306270,0,0,2,3,-11625,25396,37021,51,FALSE,0,9,0,22-23
Ivan Perišić,DEF,Spurs,0,0,5,0,14.7,448,81,3,0,2.2,3.4,2022-10-01T11:30:00Z,70,1,0,0,0,0,9,0,2742480,1,3,4,1,-156410,79156,235566,56,FALSE,0,9,0,22-23
Virgil van Dijk,DEF,Liverpool,0,0,10,0,0.6,280,87,3,0,3.4,16.2,2022-10-01T14:00:00Z,90,5,0,0,0,0,9,0,1425709,3,3,17,1,1201,48236,47035,64,TRUE,0,9,0,22-23
Remo Freuler,MID,Nott'm Forest,0,0,11,0,15.1,582,86,1,0,2.4,8.4,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,1979,0,4,0,1,-76,122,198,50,FALSE,0,9,0,22-23
Leon Bailey,MID,Aston Villa,0,0,2,1,18.7,45,85,0,0,4.4,4.2,2022-10-02T15:30:00Z,63,11,0,0,0,0,9,0,770317,0,0,21,2,8755,92800,84045,47,FALSE,1,9,0,22-23
James Maddison,MID,Leicester,1,3,62,1,54.8,261,86,0,2,16.9,93.6,2022-10-03T19:00:00Z,84,16,0,0,0,0,9,0,1102275,0,4,21,18,598535,626711,28176,80,TRUE,1,9,0,22-23
Raheem Sterling,MID,Chelsea,0,0,2,0,34.5,304,83,1,0,9.9,10.2,2022-10-01T14:00:00Z,90,7,0,0,0,0,9,0,1041471,2,1,54,2,56264,141414,85150,100,FALSE,0,9,0,22-23
Jordan Henderson,MID,Liverpool,0,0,16,0,27.3,275,87,2,0,3.6,6.2,2022-10-01T14:00:00Z,58,5,0,0,0,0,9,0,56161,3,3,2,1,-2137,958,3095,53,TRUE,0,9,0,22-23
Pascal Struijk,DEF,Leeds,0,0,19,1,1.3,235,85,0,0,0.9,5.6,2022-10-02T15:30:00Z,90,2,0,0,0,0,9,0,54995,0,0,2,6,-895,3230,4125,45,TRUE,0,9,0,22-23
Ryan Yates,MID,Nott'm Forest,0,0,2,0,0.7,387,86,1,0,0.3,0,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,4705,0,4,4,1,511,963,452,50,FALSE,0,9,0,22-23
Seamus Coleman,DEF,Everton,0,0,15,0,15.9,178,89,1,0,4.8,25.8,2022-10-01T14:00:00Z,90,17,0,0,0,0,9,0,9540,2,1,6,2,374,1024,650,45,FALSE,0,9,0,22-23
Marc Roca Junqué,MID,Leeds,0,0,7,0,11.2,245,85,0,0,2.3,12,2022-10-02T15:30:00Z,57,2,0,0,0,0,9,0,18180,0,0,0,0,7270,8690,1420,49,TRUE,1,9,0,22-23
Rasmus Kristensen,DEF,Leeds,0,0,19,1,1.6,244,85,0,0,1.4,10,2022-10-02T15:30:00Z,67,2,0,0,0,0,9,0,38227,0,0,2,6,-2129,1118,3247,48,TRUE,0,9,0,22-23
Carlos Vinícius Alves Morais,FWD,Fulham,0,0,2,0,12.9,618,84,2,0,1.9,2,2022-10-01T14:00:00Z,53,15,0,0,0,0,9,0,4142,4,1,4,1,423,1025,602,55,TRUE,0,9,0,22-23
Renan Augusto Lodi dos Santos,DEF,Nott'm Forest,0,0,14,0,2.1,602,86,4,0,1.5,13.2,2022-10-03T19:00:00Z,90,10,0,0,0,0,9,0,19357,0,4,0,0,-1400,1975,3375,45,FALSE,0,9,0,22-23
Marcus Tavernier,MID,Bournemouth,0,0,4,1,11.8,535,82,0,0,3.5,4.6,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,13834,0,0,19,3,1937,3452,1515,49,TRUE,0,9,0,22-23
Victor Lindelöf,DEF,Man Utd,0,0,12,0,0.7,337,88,3,0,1.2,11.2,2022-10-02T13:00:00Z,50,13,0,0,0,0,9,0,8950,3,6,0,0,-39,271,310,43,FALSE,0,9,0,22-23
Miguel Almirón Rejala,MID,Newcastle,0,3,48,0,6.7,369,84,1,2,16.9,70,2022-10-01T14:00:00Z,90,9,0,0,0,0,9,0,257304,4,1,92,15,-24451,21375,45826,50,FALSE,0,9,0,22-23
Odsonne Edouard,FWD,Crystal Palace,0,0,25,0,12.1,166,83,1,1,6.8,36.4,2022-10-01T14:00:00Z,83,6,0,0,0,0,9,0,166793,2,1,19,5,-7463,9820,17283,53,TRUE,1,9,1,22-23
Tom Cairney,MID,Fulham,0,0,7,0,1.5,200,84,1,0,1,7.4,2022-10-01T14:00:00Z,45,15,0,0,0,0,9,0,5384,4,1,1,1,-170,218,388,48,TRUE,0,9,0,22-23
Jonathan Castro Otto,DEF,Wolves,0,0,14,0,15.5,477,90,2,0,4,15.4,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,83095,0,2,9,1,5394,13621,8227,44,FALSE,0,9,0,22-23
Marcos Senesi,DEF,Bournemouth,0,3,34,1,15.2,576,82,0,0,3.9,22,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,4123,0,0,2,9,246,470,224,45,TRUE,0,9,0,22-23
Youri Tielemans,MID,Leicester,0,0,15,1,25.3,259,86,0,0,3.8,12.8,2022-10-03T19:00:00Z,79,16,0,0,0,0,9,0,187098,0,4,0,3,40221,50261,10040,63,TRUE,0,9,0,22-23
Harrison Reed,MID,Fulham,0,0,4,0,0.8,211,84,4,0,1.6,14.8,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,0,134630,4,1,0,1,33699,49855,16156,45,TRUE,1,9,0,22-23
Fábio Freitas Gouveia Carvalho,MID,Liverpool,0,0,2,0,2.3,296,87,2,0,1.6,1.2,2022-10-01T14:00:00Z,45,5,0,0,0,0,9,0,56348,3,3,12,1,429,6402,5973,54,TRUE,0,9,0,22-23
Clément Lenglet,DEF,Spurs,0,0,8,0,0.2,513,81,3,0,0.5,4.6,2022-10-01T11:30:00Z,70,1,0,0,0,0,9,0,29857,1,3,0,1,-236,1348,1584,48,FALSE,0,9,0,22-23
Alexis Mac Allister,MID,Brighton,0,0,14,0,6.5,116,87,3,0,2.4,17.4,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,771854,3,3,0,2,151163,217853,66690,57,FALSE,0,9,0,22-23
Eberechi Eze,MID,Crystal Palace,0,0,10,0,2.5,169,83,1,0,1.9,1,2022-10-01T14:00:00Z,73,6,0,0,0,0,9,0,223264,2,1,15,2,-8155,16757,24912,55,TRUE,0,9,0,22-23
Luis Díaz,MID,Liverpool,1,0,16,0,12.7,293,87,1,0,4.1,20,2022-10-01T14:00:00Z,45,5,0,0,0,0,9,0,2829541,3,3,8,4,34362,234919,200557,82,TRUE,0,9,0,22-23
Bobby De Cordova-Reid,MID,Fulham,0,0,23,0,2.1,205,84,4,1,7.6,37,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,0,15250,4,1,37,7,581,3195,2614,55,TRUE,0,9,0,22-23
Sergio Gómez,DEF,Man City,1,0,15,0,28.5,587,88,3,0,6.4,31,2022-10-02T13:00:00Z,49,14,0,0,0,0,9,0,5846,3,6,4,3,-729,249,978,45,TRUE,0,9,0,22-23
Bruno Guimarães Rodriguez Moura,MID,Newcastle,1,0,25,0,49.2,374,84,0,0,8.4,34.8,2022-10-01T14:00:00Z,58,9,0,0,0,0,9,0,248140,4,1,0,4,-3441,12059,15500,56,FALSE,0,9,1,22-23
Gabriel dos Santos Magalhães,DEF,Arsenal,0,0,11,0,3.4,16,81,1,0,1.6,10.6,2022-10-01T11:30:00Z,90,18,0,0,0,0,9,0,1140828,1,3,2,2,-32504,43054,75558,51,TRUE,0,9,0,22-23
Martin Ødegaard,MID,Arsenal,0,0,9,0,16.8,7,81,1,0,4.2,6.8,2022-10-01T11:30:00Z,79,18,0,0,0,0,9,0,1615139,1,3,18,2,-218167,46253,264420,65,TRUE,0,9,0,22-23
João Filipe Iria Santos Moutinho,MID,Wolves,0,0,11,0,15.1,503,90,2,0,2.3,8.2,2022-10-01T16:30:00Z,90,19,0,0,0,0,9,0,52478,0,2,0,1,-1558,1977,3535,48,FALSE,1,9,0,22-23
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0,0,1,0,6.8,579,90,2,0,3.1,1.8,2022-10-01T16:30:00Z,57,19,0,0,0,0,9,0,41524,0,2,22,1,-5167,4671,9838,60,FALSE,0,9,0,22-23
Vicente Guaita,GK,Crystal Palace,0,0,10,0,0,152,83,2,0,1.1,10.8,2022-10-01T14:00:00Z,90,6,0,0,0,0,9,1,214794,2,1,0,1,76354,102245,25891,45,TRUE,0,9,0,22-23
James Justin,DEF,Leicester,0,0,21,1,1.3,268,86,0,0,1.9,9.8,2022-10-03T19:00:00Z,90,16,0,0,0,0,9,0,119817,0,4,8,6,31189,47561,16372,43,TRUE,0,9,0,22-23
Hugo Lloris,GK,Spurs,0,0,19,0,0,425,81,3,0,3.7,37,2022-10-01T11:30:00Z,90,1,0,0,0,0,9,6,485701,1,3,0,3,-68186,8010,76196,55,FALSE,0,9,1,22-23
Nick Pope,GK,Newcastle,0,0,9,0,0,376,84,1,0,0.2,1.6,2022-10-01T14:00:00Z,90,9,0,0,0,0,9,0,2062355,4,1,0,2,185828,279209,93381,53,FALSE,0,9,0,22-23
Ashley Young,DEF,Aston Villa,0,2,33,1,61.9,538,85,0,0,9,21.8,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,15944,0,0,6,8,957,1875,918,44,FALSE,0,9,1,22-23
Philip Billing,MID,Bournemouth,0,0,2,1,2.2,70,82,0,0,1.5,7.6,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,53997,0,0,5,3,38103,45328,7225,53,TRUE,0,9,0,22-23
Fabian Schär,DEF,Newcastle,0,0,10,0,0.5,366,98,1,0,1.4,11.2,2022-10-08T14:00:00Z,90,4,0,0,0,0,10,0,1081981,1,5,2,2,121324,161290,39966,48,TRUE,0,10,1,22-23
Jonny Evans,DEF,Leicester,0,0,15,0,1.5,249,92,2,0,6.3,28.4,2022-10-08T14:00:00Z,90,3,0,0,0,0,10,0,30791,1,2,33,1,2549,3862,1313,44,FALSE,0,10,0,22-23
Brennan Johnson,FWD,Nott'm Forest,0,0,6,0,15.6,394,99,1,0,3,4.4,2022-10-10T19:00:00Z,90,2,0,0,0,0,10,0,138472,1,1,10,2,-9887,10753,20640,59,TRUE,0,10,0,22-23
Cheick Doucouré,MID,Crystal Palace,0,0,6,0,11.4,514,95,1,0,2,8.8,2022-10-09T13:00:00Z,63,11,0,0,0,0,10,0,16996,1,2,0,1,-388,1124,1512,50,TRUE,1,10,0,22-23
Gianluca Scamacca,FWD,West Ham,0,3,24,0,21.8,529,100,1,1,12.3,38.4,2022-10-09T13:00:00Z,79,9,0,0,0,0,10,0,130808,1,3,63,9,84891,90669,5778,67,TRUE,0,10,0,22-23
Alisson Ramses Becker,GK,Liverpool,0,0,21,0,0.1,281,91,3,0,3.6,36.2,2022-10-09T15:30:00Z,90,1,0,0,0,0,10,4,1438231,2,3,0,2,-105280,15811,121091,54,FALSE,0,10,1,22-23
Che Adams,FWD,Southampton,0,0,6,0,2.4,411,97,4,0,1.2,5.6,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,0,96204,0,4,4,2,-2397,12170,14567,64,FALSE,0,10,0,22-23
Tosin Adarabioyo,DEF,Fulham,0,0,20,0,0.8,209,100,3,0,2.8,27,2022-10-09T13:00:00Z,90,19,0,0,0,0,10,0,15677,1,3,0,1,-1995,1547,3542,45,FALSE,0,10,0,22-23
Rodrigo Hernandez,MID,Man City,1,0,27,1,24.4,315,97,0,0,6.3,38.2,2022-10-08T14:00:00Z,90,17,0,0,0,0,10,0,187732,0,4,0,6,-30542,3740,34282,57,TRUE,0,10,0,22-23
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,0,3,34,1,15.9,326,96,0,1,8.7,41,2022-10-09T18:00:00Z,61,8,0,0,0,0,10,0,249320,2,1,30,9,-12239,4501,16740,102,FALSE,0,10,0,22-23
Christian Eriksen,MID,Man Utd,0,0,13,0,5.6,519,96,1,0,3.3,9,2022-10-09T18:00:00Z,82,8,0,0,0,0,10,0,363507,2,1,18,2,3363,29437,26074,63,FALSE,0,10,0,22-23
Joe Willock,MID,Newcastle,0,0,8,0,3,373,98,1,0,4.3,3,2022-10-08T14:00:00Z,90,4,0,0,0,0,10,0,83819,1,5,37,2,30502,36171,5669,49,TRUE,0,10,0,22-23
Kristoffer Ajer,DEF,Brentford,0,0,12,0,0.8,84,98,5,0,1.6,10.8,2022-10-08T14:00:00Z,90,15,0,0,0,0,10,0,8344,1,5,4,0,2376,3139,763,45,FALSE,0,10,0,22-23
Emmanuel Dennis,FWD,Nott'm Forest,0,2,23,0,11.8,585,99,1,1,6.4,33.4,2022-10-10T19:00:00Z,70,2,0,0,0,0,10,0,10565,1,1,19,8,-639,859,1498,58,TRUE,0,10,0,22-23
Joe Ayodele-Aribo,MID,Southampton,0,0,8,0,2.3,512,97,4,0,1.1,8.2,2022-10-08T14:00:00Z,78,13,0,0,0,0,10,0,51595,0,4,0,2,1489,5012,3523,54,FALSE,0,10,0,22-23
Cristian Romero,DEF,Spurs,0,2,28,1,13.1,443,93,0,0,3,17,2022-10-08T16:30:00Z,90,5,0,0,0,0,10,0,147420,1,0,0,8,6222,12922,6700,49,FALSE,0,10,0,22-23
Jack Harrison,MID,Leeds,0,0,7,0,16,233,95,2,0,4.4,14.6,2022-10-09T13:00:00Z,90,7,0,0,0,0,10,0,407695,1,2,13,2,-76647,9056,85703,61,FALSE,0,10,0,22-23
Stuart Armstrong,MID,Southampton,0,0,2,0,1.1,405,97,4,0,0.3,0.8,2022-10-08T14:00:00Z,65,13,0,0,0,0,10,0,9804,0,4,1,2,-865,421,1286,49,FALSE,0,10,0,22-23
Trevoh Chalobah,DEF,Chelsea,0,0,27,1,3.9,141,94,0,0,5.9,20,2022-10-08T14:00:00Z,90,20,0,0,0,0,10,0,35554,0,3,35,6,1578,3360,1782,47,TRUE,0,10,0,22-23
Diogo Teixeira da Silva,FWD,Liverpool,1,0,15,0,14.9,288,91,3,0,4.7,25.8,2022-10-09T15:30:00Z,80,1,0,0,0,0,10,0,44517,2,3,6,5,-647,5404,6051,89,FALSE,0,10,0,22-23
Rodrigo Moreno,MID,Leeds,0,0,10,0,38,225,95,2,0,6.8,18.2,2022-10-09T13:00:00Z,90,7,0,0,0,0,10,0,670972,1,2,12,2,42314,99502,57188,63,FALSE,0,10,0,22-23
Mohammed Salisu,DEF,Southampton,0,0,15,0,0.3,420,97,4,0,3.1,31,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,0,18886,0,4,0,0,-678,1144,1822,44,FALSE,0,10,0,22-23
Lucas Tolentino Coelho de Lima,MID,West Ham,1,3,24,0,28.3,603,100,1,0,9.3,23.6,2022-10-09T13:00:00Z,83,9,0,0,0,0,10,0,132559,1,3,41,8,-9339,16958,26297,60,TRUE,0,10,0,22-23
Liam Cooper,DEF,Leeds,0,0,11,0,0.1,221,95,2,0,1.4,12,2022-10-09T13:00:00Z,90,7,0,0,0,0,10,0,6545,1,2,2,1,2249,2529,280,44,FALSE,0,10,0,22-23
Erling Haaland,FWD,Man City,0,0,23,1,21,318,97,0,1,12.8,33.6,2022-10-08T14:00:00Z,90,17,0,0,0,0,10,0,8905419,0,4,73,6,272643,277921,5278,122,TRUE,0,10,0,22-23
Lewis Cook,MID,Bournemouth,0,0,14,0,26.9,67,92,1,0,4.5,8.4,2022-10-08T14:00:00Z,90,10,0,0,0,0,10,0,9192,1,2,10,2,346,1406,1060,49,TRUE,0,10,0,22-23
Phil Foden,MID,Man City,1,2,34,0,54.6,314,97,0,1,17.9,61.4,2022-10-08T14:00:00Z,57,17,0,0,0,0,10,0,1570203,0,4,63,11,716778,743460,26682,81,TRUE,0,10,0,22-23
Steve Cook,DEF,Nott'm Forest,0,0,5,0,0.3,379,99,1,0,1.2,9.8,2022-10-10T19:00:00Z,90,2,0,0,0,0,10,0,12775,1,1,2,1,-516,235,751,44,TRUE,1,10,0,22-23
Dean Henderson,GK,Nott'm Forest,0,0,11,0,0,398,99,1,0,1.2,11.8,2022-10-10T19:00:00Z,90,2,0,0,0,0,10,1,1375575,1,1,0,2,-53083,23412,76495,47,TRUE,0,10,0,22-23
Armel Bella-Kotchap,DEF,Southampton,0,0,16,0,0.2,423,97,4,0,2.3,23,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,0,27644,0,4,0,0,-1706,1754,3460,45,FALSE,0,10,0,22-23
Kevin De Bruyne,MID,Man City,1,0,28,1,26.8,301,97,0,0,6,20.8,2022-10-08T14:00:00Z,69,17,0,0,0,0,10,0,3810220,0,4,12,6,374026,463177,89151,124,TRUE,0,10,0,22-23
Ben Mee,DEF,Brentford,0,0,10,0,0.5,526,98,3,0,1.8,15,2022-10-08T14:00:00Z,70,15,0,0,0,0,10,0,336793,1,5,2,1,24945,46116,21171,45,FALSE,0,10,0,22-23
Daniel James,MID,Fulham,0,0,4,0,3.4,231,100,2,0,0.9,0,2022-10-09T13:00:00Z,76,19,0,0,0,0,10,0,16535,1,3,9,2,-1079,1168,2247,60,FALSE,0,10,0,22-23
João Cancelo,DEF,Man City,1,3,53,1,44.8,306,97,0,1,15.1,71,2022-10-08T14:00:00Z,69,17,0,0,0,0,10,0,5506710,0,4,35,18,45432,222535,177103,72,TRUE,0,10,0,22-23
Bruno Borges Fernandes,MID,Man Utd,0,0,10,0,36.6,333,96,1,0,5.1,8.2,2022-10-09T18:00:00Z,90,8,0,0,0,0,10,0,227988,2,1,6,2,-18750,6742,25492,98,FALSE,0,10,0,22-23
Tyler Adams,MID,Leeds,0,0,16,0,26.2,506,95,2,0,4.6,18.2,2022-10-09T13:00:00Z,90,7,0,0,0,0,10,0,20395,1,2,2,2,-17,1430,1447,50,FALSE,0,10,0,22-23
Ivan Toney,FWD,Brentford,0,0,22,0,14.4,80,98,5,1,9.7,43.4,2022-10-08T14:00:00Z,90,15,0,0,0,0,10,0,2448031,1,5,39,5,-118791,212367,331158,73,FALSE,1,10,1,22-23
Ryan Fredericks,DEF,Bournemouth,0,0,3,0,3.7,59,92,1,0,0.7,0.8,2022-10-08T14:00:00Z,71,10,0,0,0,0,10,0,2120,1,2,2,1,-133,26,159,44,TRUE,1,10,0,22-23
Cheikhou Kouyaté,MID,Nott'm Forest,0,0,10,0,1.3,583,99,1,0,4.5,19.8,2022-10-10T19:00:00Z,90,2,0,0,0,0,10,0,26908,1,1,24,2,-2720,1636,4356,45,TRUE,0,10,0,22-23
Kurt Zouma,DEF,West Ham,0,0,15,0,0.3,461,100,1,0,1.3,13,2022-10-09T13:00:00Z,90,9,0,0,0,0,10,0,223136,1,3,0,2,32295,41227,8932,45,TRUE,0,10,0,22-23
Morgan Gibbs-White,MID,Nott'm Forest,1,1,19,0,17.9,493,99,1,0,5.9,30,2022-10-10T19:00:00Z,89,2,0,0,0,0,10,0,33723,1,1,11,6,-6896,1147,8043,55,TRUE,0,10,0,22-23
Ryan Christie,MID,Bournemouth,0,2,30,0,3,69,92,1,1,15.7,42.8,2022-10-08T14:00:00Z,90,10,0,0,0,0,10,0,5584,1,2,111,9,-286,164,450,53,TRUE,0,10,0,22-23
Pervis Estupiñán,DEF,Brighton,0,0,7,0,6.8,586,93,1,0,1.6,7.6,2022-10-08T16:30:00Z,66,18,0,0,0,0,10,0,56342,1,0,2,2,-1302,5181,6483,45,TRUE,0,10,0,22-23
Matty Cash,DEF,Aston Villa,0,0,15,0,3.9,43,99,1,0,1.6,9.6,2022-10-10T19:00:00Z,90,16,0,0,0,0,10,0,454177,1,1,2,2,-25100,10201,35301,46,FALSE,0,10,0,22-23
Bernardo Veiga de Carvalho e Silva,MID,Man City,0,0,11,1,2.8,311,97,0,0,1.2,4.8,2022-10-08T14:00:00Z,77,17,0,0,0,0,10,0,1319418,0,4,4,3,-83437,82900,166337,70,TRUE,0,10,0,22-23
Vitalii Mykolenko,DEF,Everton,0,0,16,0,12.9,194,96,2,0,3.1,16.2,2022-10-09T18:00:00Z,90,14,0,0,0,0,10,0,58440,2,1,2,1,1583,7912,6329,45,TRUE,0,10,0,22-23
Dominic Solanke,FWD,Bournemouth,2,0,17,0,11.2,66,92,1,0,5.5,15.4,2022-10-08T14:00:00Z,90,10,0,0,0,0,10,0,159908,1,2,28,8,31439,47368,15929,57,TRUE,0,10,1,22-23
Vitaly Janelt,MID,Brentford,0,0,5,0,5.6,86,98,3,0,1.2,6,2022-10-08T14:00:00Z,45,15,0,0,0,0,10,0,17390,1,5,0,1,-2412,1324,3736,55,FALSE,0,10,0,22-23
Robert Sánchez,GK,Brighton,0,0,14,0,0,113,93,1,0,1.3,12.6,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,2,1603142,1,0,0,2,-18395,41177,59572,47,TRUE,0,10,0,22-23
Pierre-Emile Højbjerg,MID,Spurs,0,0,15,1,18.6,433,93,0,0,4.1,20.8,2022-10-08T16:30:00Z,90,5,0,0,0,0,10,0,310805,1,0,2,3,-12356,29904,42260,55,FALSE,0,10,1,22-23
Declan Rice,MID,West Ham,0,0,20,0,4.9,467,100,1,0,2.4,16.6,2022-10-09T13:00:00Z,90,9,0,0,0,0,10,0,449519,1,3,2,2,-14206,17078,31284,49,TRUE,0,10,1,22-23
Anthony Gordon,MID,Everton,0,0,3,0,0.7,195,96,2,0,0.8,4.8,2022-10-09T18:00:00Z,66,14,0,0,0,0,10,0,397153,2,1,2,1,-104421,14359,118780,55,TRUE,1,10,0,22-23
David Raya Martin,GK,Brentford,0,0,11,0,0,81,98,5,0,1,10.4,2022-10-08T14:00:00Z,90,15,0,0,0,0,10,2,743449,1,5,0,0,14472,45925,31453,45,FALSE,0,10,0,22-23
Aaron Hickey,DEF,Brentford,1,0,14,0,1.6,510,98,4,0,2.2,14.2,2022-10-08T14:00:00Z,82,15,0,0,0,0,10,0,41162,1,5,6,3,-2959,1819,4778,50,FALSE,0,10,0,22-23
Solly March,MID,Brighton,0,0,8,0,15.7,107,93,1,0,2.9,3.8,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,0,53388,1,0,9,2,12117,16835,4718,50,TRUE,0,10,0,22-23
Brenden Aaronson,MID,Leeds,1,0,10,0,9.7,246,95,1,0,1.8,0,2022-10-09T13:00:00Z,75,7,0,0,0,0,10,0,142662,1,2,10,5,-15180,3642,18822,55,FALSE,0,10,0,22-23
Danny Ward,GK,Leicester,0,0,17,0,0,254,92,2,0,2,20.2,2022-10-08T14:00:00Z,90,3,0,0,0,0,10,2,2762134,1,2,0,1,42678,82390,39712,41,FALSE,0,10,0,22-23
Joachim Andersen,DEF,Crystal Palace,0,0,6,0,0.1,165,95,1,0,4.3,16.4,2022-10-09T13:00:00Z,90,11,0,0,0,0,10,0,248865,1,2,26,2,-36034,6948,42982,45,TRUE,0,10,0,22-23
Ederson Santana de Moraes,GK,Man City,0,0,25,1,0,307,97,0,0,0.5,5.2,2022-10-08T14:00:00Z,90,17,0,0,0,0,10,0,1640262,0,4,0,6,-64282,57960,122242,55,TRUE,0,10,0,22-23
Jarrod Bowen,MID,West Ham,0,0,21,0,22.3,465,100,1,1,16.3,43,2022-10-09T13:00:00Z,90,9,0,0,0,0,10,0,509766,1,3,98,7,112580,134653,22073,81,TRUE,0,10,0,22-23
Bryan Mbeumo,FWD,Brentford,0,0,4,0,1.3,95,98,3,0,3.2,3.2,2022-10-08T14:00:00Z,61,15,0,0,0,0,10,0,193021,1,5,27,2,-6898,21864,28762,59,FALSE,0,10,0,22-23
Amadou Onana,MID,Everton,0,0,2,0,3.1,577,96,2,0,1.8,0,2022-10-09T18:00:00Z,90,14,0,0,0,0,10,0,20862,2,1,16,1,1890,3602,1712,49,TRUE,1,10,0,22-23
Marcus Rashford,MID,Man Utd,0,0,14,0,21.6,335,96,1,0,3.5,10.8,2022-10-09T18:00:00Z,90,8,0,0,0,0,10,0,1606429,2,1,3,2,122787,285526,162739,65,FALSE,0,10,0,22-23
Takehiro Tomiyasu,DEF,Arsenal,0,0,17,0,5.5,14,91,2,0,2.7,21.8,2022-10-09T15:30:00Z,90,12,0,0,0,0,10,0,74494,2,3,0,1,-2094,3762,5856,42,TRUE,0,10,0,22-23
Shandon Baptiste,MID,Brentford,0,0,9,0,15.1,94,98,3,0,4,8.2,2022-10-08T14:00:00Z,62,15,0,0,0,0,10,0,36923,1,5,17,2,278,3259,2981,45,FALSE,0,10,0,22-23
Nathan Aké,DEF,Man City,0,0,28,1,0.8,308,97,0,0,1.6,15.2,2022-10-08T14:00:00Z,90,17,0,0,0,0,10,0,85915,0,4,0,6,6678,13023,6345,50,TRUE,0,10,0,22-23
Bukayo Saka,MID,Arsenal,0,3,44,0,3.7,13,91,2,2,17.2,70.8,2022-10-09T15:30:00Z,90,12,0,0,0,0,10,0,1146083,2,3,97,15,-84324,43669,127993,78,TRUE,0,10,1,22-23
Trent Alexander-Arnold,DEF,Liverpool,0,0,4,0,14.5,285,91,2,0,1.8,3.2,2022-10-09T15:30:00Z,45,1,0,0,0,0,10,0,3028227,2,3,0,0,-729789,20455,750244,73,FALSE,0,10,0,22-23
Kiernan Dewsbury-Hall,MID,Leicester,0,0,14,0,23,266,92,2,0,5,17.2,2022-10-08T14:00:00Z,90,3,0,0,0,0,10,0,121149,1,2,10,2,1950,14155,12205,50,FALSE,0,10,0,22-23
Mohamed Salah,MID,Liverpool,0,0,5,0,12,283,91,2,0,1.8,1.8,2022-10-09T15:30:00Z,68,1,0,0,0,0,10,0,3017511,2,3,4,2,-717057,19774,736831,127,FALSE,0,10,0,22-23
Thomas Partey,MID,Arsenal,0,0,17,0,13.6,6,91,2,0,3.5,21.2,2022-10-09T15:30:00Z,90,12,0,0,0,0,10,0,45510,2,3,0,2,15410,17732,2322,48,TRUE,0,10,0,22-23
Gavin Bazunu,GK,Southampton,0,0,17,0,0,422,97,4,0,4,40,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,4,77389,0,4,0,1,-3458,1757,5215,45,FALSE,0,10,0,22-23
Lewis Dunk,DEF,Brighton,0,0,15,0,1.8,106,93,1,0,2.3,17.6,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,0,462446,1,0,4,2,-8144,20050,28194,46,TRUE,0,10,0,22-23
Wout Faes,DEF,Leicester,0,0,21,0,10.7,612,92,2,0,5.9,42.4,2022-10-08T14:00:00Z,90,3,0,0,0,0,10,0,6279,1,2,6,1,3010,3564,554,45,FALSE,0,10,0,22-23
William Saliba,DEF,Arsenal,0,0,14,0,1.2,26,91,2,0,1.7,15.4,2022-10-09T15:30:00Z,90,12,0,0,0,0,10,0,2878181,2,3,0,1,221940,306363,84423,50,TRUE,0,10,0,22-23
Craig Dawson,DEF,West Ham,1,0,22,0,0.9,459,100,1,0,1.6,13.2,2022-10-09T13:00:00Z,90,9,0,0,0,0,10,0,21071,1,3,2,5,2449,3151,702,48,TRUE,0,10,0,22-23
Emiliano Buendía Stati,MID,Aston Villa,0,0,14,0,24.9,42,99,1,0,5.7,18,2022-10-10T19:00:00Z,90,16,0,0,0,0,10,0,40727,1,1,14,2,-2258,2498,4756,58,FALSE,0,10,0,22-23
Son Heung-min,MID,Spurs,1,0,22,1,36.4,428,93,0,0,8.2,30,2022-10-08T16:30:00Z,79,5,0,0,0,0,10,0,1102122,1,0,16,6,-87118,66145,153263,117,FALSE,0,10,0,22-23
